0.000000000000000000e+00,6.000000000000000000e+00,-3.880000000000000000e+11,2.411643716120614315e-10,-3.794800000000000000e+11
1.000000000000000000e+00,0.000000000000000000e+00,-3.910000000000000000e+11,2.411628122828524123e-10,-3.580000000000000000e+11
0.000000000000000000e+00,3.000000000000000000e+00,-3.880000000000000000e+11,2.411635670806264009e-10,-3.687400000000000000e+11
0.000000000000000000e+00,-6.000000000000000000e+00,-3.880000000000000000e+11,2.411619651142211195e-10,-3.365200000000000000e+11
-3.000000000000000000e+00,0.000000000000000000e+00,-3.760000000000000000e+11,2.411630562158727146e-10,-3.580000000000000000e+11
0.000000000000000000e+00,-8.000000000000000000e+00,-3.880000000000000000e+11,2.411614433008239368e-10,-3.293600000000000000e+11
0.000000000000000000e+00,-3.000000000000000000e+00,-3.880000000000000000e+11,2.411621344877156427e-10,-3.472600000000000000e+11
0.000000000000000000e+00,2.000000000000000000e+00,-3.880000000000000000e+11,2.411635121365327086e-10,-3.651600000000000000e+11
5.000000000000000000e+00,0.000000000000000000e+00,-4.070000000000000000e+11,2.411632378673792624e-10,-3.580000000000000000e+11
0.000000000000000000e+00,1.000000000000000000e+00,-3.880000000000000000e+11,2.411630716326362042e-10,-3.615800000000000000e+11
-5.000000000000000000e+00,0.000000000000000000e+00,-3.680000000000000000e+11,2.411632531543310237e-10,-3.580000000000000000e+11
-7.000000000000000000e+00,0.000000000000000000e+00,-3.600000000000000000e+11,2.411625609049197722e-10,-3.580000000000000000e+11
1.000000000000000000e+01,0.000000000000000000e+00,-4.260000000000000000e+11,2.411634352342701346e-10,-3.580000000000000000e+11
0.000000000000000000e+00,-5.000000000000000000e+00,-3.880000000000000000e+11,2.411615992719864169e-10,-3.401000000000000000e+11
0.000000000000000000e+00,-4.000000000000000000e+00,-3.880000000000000000e+11,2.411620260546048198e-10,-3.436800000000000000e+11
0.000000000000000000e+00,-1.000000000000000000e+01,-3.880000000000000000e+11,2.411610150851047312e-10,-3.222000000000000000e+11
-9.000000000000000000e+00,0.000000000000000000e+00,-3.530000000000000000e+11,2.411624222808908256e-10,-3.580000000000000000e+11
7.000000000000000000e+00,0.000000000000000000e+00,-4.150000000000000000e+11,2.411631793207217346e-10,-3.580000000000000000e+11
3.000000000000000000e+00,0.000000000000000000e+00,-3.990000000000000000e+11,2.411631732688113267e-10,-3.580000000000000000e+11
0.000000000000000000e+00,9.000000000000000000e+00,-3.880000000000000000e+11,2.411651115874472642e-10,-3.902200000000000000e+11
0.000000000000000000e+00,-2.000000000000000000e+00,-3.880000000000000000e+11,2.411625061011424849e-10,-3.508400000000000000e+11
0.000000000000000000e+00,0.000000000000000000e+00,-3.880000000000000000e+11,2.411631412650899261e-10,-3.580000000000000000e+11
-1.000000000000000000e+01,0.000000000000000000e+00,-3.490000000000000000e+11,2.411631184820285686e-10,-3.580000000000000000e+11
0.000000000000000000e+00,4.000000000000000000e+00,-3.880000000000000000e+11,2.411636225824769168e-10,-3.723200000000000000e+11
6.000000000000000000e+00,0.000000000000000000e+00,-4.110000000000000000e+11,2.411633348038675056e-10,-3.580000000000000000e+11
2.000000000000000000e+00,0.000000000000000000e+00,-3.950000000000000000e+11,2.411629081118048036e-10,-3.580000000000000000e+11
0.000000000000000000e+00,-1.000000000000000000e+00,-3.880000000000000000e+11,2.411624621168015313e-10,-3.544200000000000000e+11
8.000000000000000000e+00,0.000000000000000000e+00,-4.190000000000000000e+11,2.411634504744433330e-10,-3.580000000000000000e+11
-2.000000000000000000e+00,0.000000000000000000e+00,-3.800000000000000000e+11,2.411630102768887741e-10,-3.580000000000000000e+11
4.000000000000000000e+00,0.000000000000000000e+00,-4.030000000000000000e+11,2.411630840185914730e-10,-3.580000000000000000e+11
