0.000000000000000000e+00,-2.000000000000000000e+00,-3.880000000000000000e+11,2.411625061011424849e-10,-3.508400000000000000e+11
0.000000000000000000e+00,-7.000000000000000000e+00,-3.880000000000000000e+11,2.411615327917463695e-10,-3.329400000000000000e+11
5.000000000000000000e+00,0.000000000000000000e+00,-4.070000000000000000e+11,2.411632378673792624e-10,-3.580000000000000000e+11
0.000000000000000000e+00,7.000000000000000000e+00,-3.880000000000000000e+11,2.411644978203236751e-10,-3.830600000000000000e+11
0.000000000000000000e+00,9.000000000000000000e+00,-3.880000000000000000e+11,2.411651115874472642e-10,-3.902200000000000000e+11
-1.000000000000000000e+00,0.000000000000000000e+00,-3.840000000000000000e+11,2.411630014279298873e-10,-3.580000000000000000e+11
1.000000000000000000e+01,0.000000000000000000e+00,-4.260000000000000000e+11,2.411634352342701346e-10,-3.580000000000000000e+11
0.000000000000000000e+00,5.000000000000000000e+00,-3.880000000000000000e+11,2.411641158936414224e-10,-3.759000000000000000e+11
9.000000000000000000e+00,0.000000000000000000e+00,-4.220000000000000000e+11,2.411629402196267293e-10,-3.580000000000000000e+11
0.000000000000000000e+00,6.000000000000000000e+00,-3.880000000000000000e+11,2.411643716120614315e-10,-3.794800000000000000e+11
6.000000000000000000e+00,0.000000000000000000e+00,-4.110000000000000000e+11,2.411633348038675056e-10,-3.580000000000000000e+11
0.000000000000000000e+00,1.000000000000000000e+00,-3.880000000000000000e+11,2.411630716326362042e-10,-3.615800000000000000e+11
-6.000000000000000000e+00,0.000000000000000000e+00,-3.640000000000000000e+11,2.411631098055951040e-10,-3.580000000000000000e+11
0.000000000000000000e+00,-1.000000000000000000e+00,-3.880000000000000000e+11,2.411624621168015313e-10,-3.544200000000000000e+11
-4.000000000000000000e+00,0.000000000000000000e+00,-3.720000000000000000e+11,2.411632477201511357e-10,-3.580000000000000000e+11
0.000000000000000000e+00,-4.000000000000000000e+00,-3.880000000000000000e+11,2.411620260546048198e-10,-3.436800000000000000e+11
-8.000000000000000000e+00,0.000000000000000000e+00,-3.570000000000000000e+11,2.411627503702014472e-10,-3.580000000000000000e+11
0.000000000000000000e+00,8.000000000000000000e+00,-3.880000000000000000e+11,2.411643224742784003e-10,-3.866400000000000000e+11
-1.000000000000000000e+01,0.000000000000000000e+00,-3.490000000000000000e+11,2.411631184820285686e-10,-3.580000000000000000e+11
3.000000000000000000e+00,0.000000000000000000e+00,-3.990000000000000000e+11,2.411631732688113267e-10,-3.580000000000000000e+11
0.000000000000000000e+00,0.000000000000000000e+00,-3.880000000000000000e+11,2.411631412650899261e-10,-3.580000000000000000e+11
0.000000000000000000e+00,-8.000000000000000000e+00,-3.880000000000000000e+11,2.411614433008239368e-10,-3.293600000000000000e+11
-9.000000000000000000e+00,0.000000000000000000e+00,-3.530000000000000000e+11,2.411624222808908256e-10,-3.580000000000000000e+11
0.000000000000000000e+00,4.000000000000000000e+00,-3.880000000000000000e+11,2.411636225824769168e-10,-3.723200000000000000e+11
-3.000000000000000000e+00,0.000000000000000000e+00,-3.760000000000000000e+11,2.411630562158727146e-10,-3.580000000000000000e+11
0.000000000000000000e+00,-9.000000000000000000e+00,-3.880000000000000000e+11,2.411613169179561185e-10,-3.257800000000000000e+11
0.000000000000000000e+00,3.000000000000000000e+00,-3.880000000000000000e+11,2.411635670806264009e-10,-3.687400000000000000e+11
-7.000000000000000000e+00,0.000000000000000000e+00,-3.600000000000000000e+11,2.411625609049197722e-10,-3.580000000000000000e+11
-5.000000000000000000e+00,0.000000000000000000e+00,-3.680000000000000000e+11,2.411632531543310237e-10,-3.580000000000000000e+11
8.000000000000000000e+00,0.000000000000000000e+00,-4.190000000000000000e+11,2.411634504744433330e-10,-3.580000000000000000e+11
